"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02763213/2010";"06/10/2010";"Recolhido";"00376/2010";"29/09/2010";"340,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02763221/2010";"06/10/2010";"Recolhido";"00377/2010";"29/09/2010";"960,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02842725/2010";"14/10/2010";"Recolhido";"00378/2010";"01/10/2010";"11.149,05";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (AGOSTO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785250/2010";"07/10/2010";"Recolhido";"00379/2010";"04/10/2010";"50,00";"Inscrição de Doutorado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785233/2010";"07/10/2010";"Recolhido";"00380/2010";"04/10/2010";"10,00";"Copia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785365/2010";"07/10/2010";"Recolhido";"00381/2010";"04/10/2010";"1,00";"Declaração Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785217/2010";"07/10/2010";"Recolhido";"00382/2010";"04/10/2010";"10,00";"Cópia de Chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785160/2010";"07/10/2010";"Recolhido";"00383/2010";"04/10/2010";"30,00";"Cadeado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"02785268/2010";"07/10/2010";"Recolhido";"00384/2010";"04/10/2010";"228,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. ao mes de Outubro/10   - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785497/2010";"07/10/2010";"Recolhido";"00386/2010";"05/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785470/2010";"07/10/2010";"Recolhido";"00387/2010";"05/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785462/2010";"07/10/2010";"Recolhido";"00388/2010";"05/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785403/2010";"07/10/2010";"Recolhido";"00389/2010";"05/10/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785349/2010";"07/10/2010";"Recolhido";"00391/2010";"06/10/2010";"20,25";"Programa de Disciplina";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785446/2010";"07/10/2010";"Recolhido";"00392/2010";"06/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785284/2010";"07/10/2010";"Recolhido";"00393/2010";"06/10/2010";"1,00";"Atestado de Matricula";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785420/2010";"07/10/2010";"Recolhido";"00394/2010";"06/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02785411/2010";"07/10/2010";"Recolhido";"00395/2010";"06/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"02819820/2010";"13/10/2010";"Recolhido";"00396/2010";"07/10/2010";"1.103,88";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 2a. Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819391/2010";"13/10/2010";"Recolhido";"00397/2010";"07/10/2010";"2.250,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819359/2010";"13/10/2010";"Recolhido";"00398/2010";"07/10/2010";"85,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02819987/2010";"13/10/2010";"Recolhido";"00399/2010";"07/10/2010";"120,00";"Assinatura da RBEFE - Volume 22/23 - 2008/2009";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02800682/2010";"06/10/2010";"Recolhido";"00400/2010";"06/10/2010";"27,00";"Boletos Bancários ano 2010 data efetivação Oct  6 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02800704/2010";"07/10/2010";"Recolhido";"00401/2010";"07/10/2010";"135,00";"Boletos Bancários ano 2010 data efetivação Oct  7 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02818794/2010";"13/10/2010";"Recolhido";"00402/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02818921/2010";"13/10/2010";"Recolhido";"00403/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02818972/2010";"13/10/2010";"Recolhido";"00404/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02818980/2010";"13/10/2010";"Recolhido";"00405/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819022/2010";"13/10/2010";"Recolhido";"00406/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819057/2010";"13/10/2010";"Recolhido";"00407/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819103/2010";"13/10/2010";"Recolhido";"00408/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819170/2010";"13/10/2010";"Recolhido";"00409/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819189/2010";"13/10/2010";"Recolhido";"00410/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02819197/2010";"13/10/2010";"Recolhido";"00411/2010";"08/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02823372/2010";"08/10/2010";"Recolhido";"00412/2010";"08/10/2010";"108,00";"Boletos Bancários ano 2010 data efetivação Oct  8 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881542/2010";"18/10/2010";"Recolhido";"00413/2010";"13/10/2010";"8,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881577/2010";"18/10/2010";"Recolhido";"00414/2010";"13/10/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881585/2010";"18/10/2010";"Recolhido";"00415/2010";"13/10/2010";"25,00";"Controle Remoto";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881623/2010";"18/10/2010";"Recolhido";"00416/2010";"13/10/2010";"25,00";"Controle Remoto";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881763/2010";"18/10/2010";"Recolhido";"00417/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881771/2010";"18/10/2010";"Recolhido";"00418/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881810/2010";"18/10/2010";"Recolhido";"00419/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881828/2010";"18/10/2010";"Recolhido";"00420/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881836/2010";"18/10/2010";"Recolhido";"00421/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881844/2010";"18/10/2010";"Recolhido";"00422/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920890/2010";"20/10/2010";"Recolhido";"00423/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920912/2010";"20/10/2010";"Recolhido";"00424/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920947/2010";"20/10/2010";"Recolhido";"00425/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920955/2010";"20/10/2010";"Recolhido";"00426/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920963/2010";"20/10/2010";"Recolhido";"00427/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920971/2010";"20/10/2010";"Recolhido";"00428/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02920980/2010";"20/10/2010";"Recolhido";"00429/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921013/2010";"20/10/2010";"Recolhido";"00430/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921021/2010";"20/10/2010";"Recolhido";"00431/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921030/2010";"20/10/2010";"Recolhido";"00432/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921048/2010";"20/10/2010";"Recolhido";"00433/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921064/2010";"20/10/2010";"Recolhido";"00434/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921080/2010";"20/10/2010";"Recolhido";"00435/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921102/2010";"20/10/2010";"Recolhido";"00436/2010";"13/10/2010";"50,00";"Inscrição de Mestrado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02842148/2010";"11/10/2010";"Recolhido";"00437/2010";"11/10/2010";"243,00";"Boletos Bancários ano 2010 data efetivação Oct 11 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02842164/2010";"13/10/2010";"Recolhido";"00438/2010";"13/10/2010";"162,00";"Boletos Bancários ano 2010 data efetivação Oct 13 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02881305/2010";"18/10/2010";"Recolhido";"00439/2010";"14/10/2010";"120,00";"Assinatura da RBEFE - Volume 24 - 2010 / + 04 numeros avulsos";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02881313/2010";"18/10/2010";"Recolhido";"00440/2010";"14/10/2010";"60,00";"RBEFE - 04 numeros avulsos - 2009";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02881291/2010";"18/10/2010";"Recolhido";"00441/2010";"14/10/2010";"1.900,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02859970/2010";"14/10/2010";"Recolhido";"00442/2010";"14/10/2010";"432,00";"Boletos Bancários ano 2010 data efetivação Oct 14 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02880694/2010";"15/10/2010";"Recolhido";"00443/2010";"15/10/2010";"594,00";"Boletos Bancários ano 2010 data efetivação Oct 15 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921714/2010";"20/10/2010";"Recolhido";"00444/2010";"18/10/2010";"2.560,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921684/2010";"20/10/2010";"Recolhido";"00445/2010";"18/10/2010";"100,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921722/2010";"20/10/2010";"Recolhido";"00446/2010";"18/10/2010";"85,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02898020/2010";"18/10/2010";"Recolhido";"00447/2010";"18/10/2010";"1.188,00";"Boletos Bancários ano 2010 data efetivação Oct 18 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02921900/2010";"20/10/2010";"Recolhido";"00448/2010";"19/10/2010";"2.560,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"02910585/2010";"18/10/2010";"Recolhido";"00449/2010";"18/10/2010";"12,46";"Atraso: 1 dias. Multa aplicada à Liquidação 201002557206.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02920661/2010";"19/10/2010";"Recolhido";"00450/2010";"19/10/2010";"3.888,00";"Boletos Bancários ano 2010 data efetivação Oct 19 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02941545/2010";"21/10/2010";"Recolhido";"00451/2010";"20/10/2010";"200,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02941510/2010";"21/10/2010";"Recolhido";"00452/2010";"20/10/2010";"85,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02941502/2010";"21/10/2010";"Recolhido";"00453/2010";"20/10/2010";"640,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02941553/2010";"21/10/2010";"Recolhido";"00454/2010";"20/10/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02940000/2010";"21/10/2010";"Recolhido";"00455/2010";"21/10/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02940239/2010";"21/10/2010";"Recolhido";"00459/2010";"21/10/2010";"25,00";"Controle Remoto - estacionamento - EEFE";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02940417/2010";"21/10/2010";"Recolhido";"00460/2010";"21/10/2010";"12,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02940441/2010";"21/10/2010";"Recolhido";"00461/2010";"21/10/2010";"63,75";"Historico Escolar/Programas de Disciplinas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02941448/2010";"21/10/2010";"Recolhido";"00462/2010";"21/10/2010";"480,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02969636/2010";"25/10/2010";"Recolhido";"00463/2010";"21/10/2010";"704,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02969628/2010";"25/10/2010";"Recolhido";"00464/2010";"21/10/2010";"200,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"02948655/2010";"21/10/2010";"Recolhido";"00465/2010";"21/10/2010";"17,22";"Complemento da passagem aérea - (Proc. 10.1.309.39.9).";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02969784/2010";"25/10/2010";"Recolhido";"00466/2010";"22/10/2010";"96,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02969776/2010";"25/10/2010";"Recolhido";"00467/2010";"22/10/2010";"100,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"02968567/2010";"20/10/2010";"Recolhido";"00468/2010";"20/10/2010";"27,00";"Boletos Bancários ano 2010 data efetivação Oct 20 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"03002410/2010";"27/10/2010";"Recolhido";"00469/2010";"25/10/2010";"10.767,11";"50o. Pagamento (14.09.2010 a 14.10.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"02993375/2010";"27/10/2010";"Recolhido";"00470/2010";"25/10/2010";"255,00";"Assinatura da RBEFE - Volume 24 - 2010 + 13 numeros avulsos";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"02985038/2010";"26/10/2010";"Recolhido";"00471/2010";"26/10/2010";"1.000,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03114910/2010";"08/11/2010";"Recolhido";"00472/2010";"26/10/2010";"13.912,60";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (SETEMBRO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03007200/2010";"27/10/2010";"Recolhido";"00473/2010";"27/10/2010";"1.097,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03085430/2010";"04/11/2010";"Recolhido";"00474/2010";"03/11/2010";"400,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03085545/2010";"04/11/2010";"Recolhido";"00475/2010";"03/11/2010";"200,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03085570/2010";"04/11/2010";"Recolhido";"00476/2010";"03/11/2010";"2.240,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Reembolsos";"03118001/2010";"08/11/2010";"Recolhido";"00477/2010";"04/11/2010";"2.808,00";"Saldo não utilizado referente a devolução do cancelamento do Concurso Publico(EDITAL EEFE-026/2010) - Devolução do saldo para a Receita Própria da EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"03148903/2010";"11/11/2010";"Recolhido";"00478/2010";"04/11/2010";"120,00";"Assinatura da RBEFE - Volume 23/24 - (2009/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"03148784/2010";"11/11/2010";"Recolhido";"00480/2010";"08/11/2010";"1.103,88";"Aluguel de Permissâo de uso de espaço, destinado a exploração de serviços reprograficos - 3a. Parcela";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03122297/2010";"09/11/2010";"Recolhido";"00482/2010";"09/11/2010";"154,00";"Exames Medicos";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03122300/2010";"09/11/2010";"Recolhido";"00483/2010";"09/11/2010";"1,00";"Atestado de Matricula";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03122319/2010";"09/11/2010";"Recolhido";"00484/2010";"09/11/2010";"30,00";"Cadeado";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03148873/2010";"11/11/2010";"Recolhido";"00485/2010";"09/11/2010";"1.600,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03148814/2010";"11/11/2010";"Recolhido";"00486/2010";"09/11/2010";"954,00";"Festival de Natação";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03149217/2010";"11/11/2010";"Recolhido";"00487/2010";"10/11/2010";"11,00";"Exames Medicos";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03149233/2010";"11/11/2010";"Recolhido";"00488/2010";"10/11/2010";"9,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03149241/2010";"11/11/2010";"Recolhido";"00489/2010";"10/11/2010";"4,00";"Historico Escolar";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03155101/2010";"11/11/2010";"Recolhido";"00490/2010";"11/11/2010";"3.000,00";"Festival de Natação";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"03229881/2010";"18/11/2010";"Recolhido";"00491/2010";"11/11/2010";"120,00";"Assinatura da RBEFE - 02 Volumes 24 - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Vendas";"03229873/2010";"18/11/2010";"Recolhido";"00492/2010";"12/11/2010";"60,00";"Assinatura da RBEFE - Volume 24 - 2010";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Multas";"03219746/2010";"16/11/2010";"Recolhido";"00493/2010";"16/11/2010";"57,03";"Atraso: 1 dias. Multa aplicada à Liquidação 201002966912.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03229911/2010";"18/11/2010";"Recolhido";"00494/2010";"17/11/2010";"992,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03229903/2010";"18/11/2010";"Recolhido";"00495/2010";"17/11/2010";"100,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03229890/2010";"18/11/2010";"Recolhido";"00496/2010";"17/11/2010";"510,00";"Curso de Especialização em Aprendizagem Motora - 5a. Edição - 2011 - Inscrição.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03234834/2010";"18/11/2010";"Recolhido";"00497/2010";"18/11/2010";"425,00";"Curso de Difusão - Educação Física Escolar - Ateliê de Propostas e Projetos Pedagógicos - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03270253/2010";"22/11/2010";"Recolhido";"00498/2010";"19/11/2010";"510,00";"Curso de Especialização em Aprendizagem Motora - 5a. Edição - 2011 - Inscrição.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03270326/2010";"22/11/2010";"Recolhido";"00499/2010";"19/11/2010";"1.920,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03270423/2010";"22/11/2010";"Recolhido";"00500/2010";"19/11/2010";"430,00";"Festival de Natação";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03270458/2010";"22/11/2010";"Recolhido";"00501/2010";"19/11/2010";"100,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03270482/2010";"22/11/2010";"Recolhido";"00502/2010";"19/11/2010";"200,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304867/2010";"24/11/2010";"Recolhido";"00503/2010";"22/11/2010";"200,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Matriculas";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304875/2010";"24/11/2010";"Recolhido";"00504/2010";"22/11/2010";"800,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304891/2010";"24/11/2010";"Recolhido";"00505/2010";"22/11/2010";"320,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304905/2010";"24/11/2010";"Recolhido";"00506/2010";"22/11/2010";"170,00";"Curso de Especialização em Aprendizagem Motora - 5a. Edição - 2011 - Inscrição.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03288985/2010";"23/11/2010";"Recolhido";"00507/2010";"23/11/2010";"720,00";"Festival de Natação";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Aluguéis-Usp";"03304840/2010";"24/11/2010";"Recolhido";"00508/2010";"23/11/2010";"10.767,11";"51o. Pagamento (14.10.2010 a 14.11.2010) Pagamento de Aluguel p/ Exploração Comercial da Lanchonete/Restaurante";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03291102/2010";"23/11/2010";"Recolhido";"00511/2010";"23/11/2010";"10,00";"Copia de chave";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03291480/2010";"23/11/2010";"Recolhido";"00512/2010";"23/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03292141/2010";"23/11/2010";"Recolhido";"00513/2010";"23/11/2010";"11,00";"Exame médico";
